Sequential,Short,Long,DataPackfile,Profiletable,Columnheadingdescriptioninprofile
G7533,CANA_HNA_Arth,Core_activity_need_for_assistance_Has_need_for_assistance_Arthritis,G21B,G21,Arthritis
G7534,CANA_HNA_Asth,Core_activity_need_for_assistance_Has_need_for_assistance_Asthma,G21B,G21,Asthma
G7535,CANA_HNA_Can_rem,Core_activity_need_for_assistance_Has_need_for_assistance_Cancer_including_remission,G21B,G21,Cancer (including remission)
G7536,CANA_HNA_Dem_Alzh,Core_activity_need_for_assistance_Has_need_for_assistance_Dementia_including_Alzheimers,G21B,G21,Dementia (including Alzheimers)
G7537,CANA_HNA_Dia_ges_dia,Core_activity_need_for_assistance_Has_need_for_assistance_Diabetes_excluding_gestational_diabetes,G21B,G21,Diabetes (excluding gestational diabetes)
G7538,CANA_HNA_HD_HA_ang,Core_activity_need_for_assistance_Has_need_for_assistance_Heart_disease_including_heart_attack_or_angina,G21B,G21,Heart disease (including heart attack or angina)
G7539,CANA_HNA_Kid_dis,Core_activity_need_for_assistance_Has_need_for_assistance_Kidney_disease,G21B,G21,Kidney disease
G7540,CANA_HNA_LC_COPD_emph,Core_activity_need_for_assistance_Has_need_for_assistance_Lung_condition_including_COPD_or_emphysema,G21B,G21,Lung condition (including COPD or emphysema)
G7541,CANA_HNA_MHC_dep_anx,Core_activity_need_for_assistance_Has_need_for_assistance_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7542,CANA_HNA_Stroke,Core_activity_need_for_assistance_Has_need_for_assistance_Stroke,G21C,G21,Stroke
G7543,CANA_HNA_oth_LTHC,Core_activity_need_for_assistance_Has_need_for_assistance_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7544,CANA_HNA_no_LTHC,Core_activity_need_for_assistance_Has_need_for_assistance_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7545,CANA_HNA_LTHC_NS,Core_activity_need_for_assistance_Has_need_for_assistance_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7546,CANA_HNA_Tot,Core_activity_need_for_assistance_Has_need_for_assistance_Total,G21C,G21,Total
G7547,CANA_dsnt_HNA_Arth,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Arthritis,G21C,G21,Arthritis
G7548,CANA_dsnt_HNA_Asth,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Asthma,G21C,G21,Asthma
G7549,CANA_dsnt_HNA_Can_rem,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Cancer_including_remission,G21C,G21,Cancer (including remission)
G7550,CANA_dsnt_HNA_Dem_Alzh,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Dementia_including_Alzheimers,G21C,G21,Dementia (including Alzheimers)
G7551,CANA_dsnt_HNA_Dis_ges_dia,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Diabetes_excluding_gestational_diabetes,G21C,G21,Diabetes (excluding gestational diabetes)
G7552,CANA_dsnt_HNA_HD_HA_ang,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Heart_disease_including_heart_attack_or_angina,G21C,G21,Heart disease (including heart attack or angina)
G7553,CANA_dsnt_HNA_Kid_dis,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Kidney_disease,G21C,G21,Kidney disease
G7554,CANA_dsnt_HNA_LC_COPD_emph,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Lung_condition_including_COPD_or_emphysema,G21C,G21,Lung condition (including COPD or emphysema)
G7555,CANA_dsnt_HNA_MHC_dep_anx,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7556,CANA_dsnt_HNA_Stroke,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Stroke,G21C,G21,Stroke
G7557,CANA_dsnt_HNA_oth_LTHC,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7558,CANA_dsnt_HNA_no_LTHC,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7559,CANA_dsnt_HNA_LTHC_NS,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7560,CANA_dsnt_HNA_Tot,Core_activity_need_for_assistance_Does_not_have_a_need_for_assistance_Total,G21C,G21,Total
G7561,CANA_NFA_NS_Arth,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Arthritis,G21C,G21,Arthritis
G7562,CANA_NFA_NS_Asth,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Asthma,G21C,G21,Asthma
G7563,CANA_NFA_NS_Can_rem,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Cancer_including_remission,G21C,G21,Cancer (including remission)
G7564,CANA_NFA_NS_Dem_Alzh,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Dementia_including_Alzheimers,G21C,G21,Dementia (including Alzheimers)
G7565,CANA_NFA_NS_Dia_ges_dia,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Diabetes_excluding_gestational_diabetes,G21C,G21,Diabetes (excluding gestational diabetes)
G7566,CANA_NFA_NS_HD_HA_ang,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Heart_disease_including_heart_attack_or_angina,G21C,G21,Heart disease (including heart attack or angina)
G7567,CANA_NFA_NS_Kid_dis,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Kidney_disease,G21C,G21,Kidney disease
G7568,CANA_NFA_NS_LC_COPD_emph,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Lung_condition_including_COPD_or_emphysema,G21C,G21,Lung condition (including COPD or emphysema)
G7569,CANA_NFA_NS_MHC_dep_anx,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7570,CANA_NFA_NS_Stroke,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Stroke,G21C,G21,Stroke
G7571,CANA_NFA_NS_oth_LTHC,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7572,CANA_NFA_NS_no_LTHC,Core_activity_need_for_assistance_Need_for_assistance_not_stated_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7573,CANA_NFA_NS_LTHC_NS,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7574,CANA_NFA_NS_Tot,Core_activity_need_for_assistance_Need_for_assistance_not_stated_Total,G21C,G21,Total
G7575,CANA_Tot_Arth,Core_activity_need_for_assistance_Total_Arthritis,G21C,G21,Arthritis
G7576,CANA_Tot_Asth,Core_activity_need_for_assistance_Total_Asthma,G21C,G21,Asthma
G7577,CANA_Tot_Can_rem,Core_activity_need_for_assistance_Total_Cancer_including_remission,G21C,G21,Cancer (including remission)
G7578,CANA_Tot_Dem_Alzh,Core_activity_need_for_assistance_Total_Dementia_including_Alzheimers,G21C,G21,Dementia (including Alzheimers)
G7579,CANA_Tot_Dia_ges_dia,Core_activity_need_for_assistance_Total_Diabetes_excluding_gestational_diabetes,G21C,G21,Diabetes (excluding gestational diabetes)
G7580,CANA_Tot_HD_HA_ang,Core_activity_need_for_assistance_Total_Heart_disease_including_heart_attack_or_angina,G21C,G21,Heart disease (including heart attack or angina)
G7581,CANA_Tot_Kid_dis,Core_activity_need_for_assistance_Total_Kidney_disease,G21C,G21,Kidney disease
G7582,CANA_Tot_LC_COPD_emph,Core_activity_need_for_assistance_Total_Lung_condition_including_COPD_or_emphysema,G21C,G21,Lung condition (including COPD or emphysema)
G7583,CANA_Tot_MHC_dep_anx,Core_activity_need_for_assistance_Total_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7584,CANA_Tot_Stroke,Core_activity_need_for_assistance_Total_Stroke,G21C,G21,Stroke
G7585,CANA_Tot_oth_LTHC,Core_activity_need_for_assistance_Total_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7586,CANA_Tot_no_LTHC,Core_activity_need_for_assistance_Total_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7587,CANA_Tot_LTHC_NS,Core_activity_need_for_assistance_Total_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7588,CANA_Tot_Tot,Core_activity_need_for_assistance_Total_Total,G21C,G21,Total
G7589,ADFS_CS_Arth,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Arthritis,G21C,G21,Arthritis
G7590,ADFS_CS_Asth,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Asthma,G21C,G21,Asthma
G7591,ADFS_CS_Can_rem,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Cancer_including_remission,G21C,G21,Cancer (including remission)
G7592,ADFS_CS_Dem_Alzh,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Dementia_including_Alzheimers,G21C,G21,Dementia (including Alzheimers)
G7593,ADFS_CS_Dia_ges_dia,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Diabetes_excluding_gestational_diabetes,G21C,G21,Diabetes (excluding gestational diabetes)
G7594,ADFS_CS_HD_HA_ang,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Heart_disease_including_heart_attack_or_angina,G21C,G21,Heart disease (including heart attack or angina)
G7595,ADFS_CS_Kid_dis,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Kidney_disease,G21C,G21,Kidney disease
G7596,ADFS_CS_LC_COPD_emph,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Lung_condition_including_COPD_or_emphysema,G21C,G21,Lung condition (including COPD or emphysema)
G7597,ADFS_CS_MHC_dep_anx,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7598,ADFS_CS_Stroke,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Stroke,G21C,G21,Stroke
G7599,ADFS_CS_oth_LTHC,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7600,ADFS_CS_no_LTHC,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7601,ADFS_CS_LTHC_NS,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7602,ADFS_CS_Tot,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Currently_serving_Total,G21C,G21,Total
G7603,ADFS_PS_NCS_Arth,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Arthritis,G21C,G21,Arthritis
G7604,ADFS_PS_NCS_Asth,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Asthma,G21C,G21,Asthma
G7605,ADFS_PS_NCS_Can_rem,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Cancer_including_remission,G21C,G21,Cancer (including remission)
G7606,ADFS_PS_NCS_Dem_Alzh,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Dementia_including_Alzheimers,G21C,G21,Dementia (including Alzheimers)
G7607,ADFS_PS_NCS_Dia_ges_dia,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Diabetes_excluding_gestational_diabetes,G21C,G21,Diabetes (excluding gestational diabetes)
G7608,ADFS_PS_NCS_HD_HA_ang,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Heart_disease_including_heart_attack_or_angina,G21C,G21,Heart disease (including heart attack or angina)
G7609,ADFS_PS_NCS_Kid_dis,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Kidney_disease,G21C,G21,Kidney disease
G7610,ADFS_PS_NCS_LC_COPD_emph,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Lung_condition_including_COPD_or_emphysema,G21C,G21,Lung condition (including COPD or emphysema)
G7611,ADFS_PS_NCSMHC_dep_anx,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7612,ADFS_PS_NCS_Stroke,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Stroke,G21C,G21,Stroke
G7613,ADFS_PS_NCS_oth_LTHC,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7614,ADFS_PS_NCS_no_LTHC,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7615,ADFS_PS_NCS_LTHC_NS,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7616,ADFS_PS_NCS_Tot,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Total,G21C,G21,Total
G7617,ADFS_Tot_Ser_Arth,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Arthritis,G21C,G21,Arthritis
G7618,ADFS_Tot_Ser_Asth,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Asthma,G21C,G21,Asthma
G7619,ADFS_Tot_Ser_Can_rem,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Cancer_including_remission,G21C,G21,Cancer (including remission)
G7620,ADFS_Tot_Ser_Dem_Alzh,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Dementia_including_Alzheimers,G21C,G21,Dementia (including Alzheimers)
G7621,ADFS_Tot_Ser_Dia_ges_dia,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Diabetes_excluding_gestational_diabetes,G21C,G21,Diabetes (excluding gestational diabetes)
G7622,ADFS_Tot_Ser_HD_HA_ang,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Heart_disease_including_heart_attack_or_angina,G21C,G21,Heart disease (including heart attack or angina)
G7623,ADFS_Tot_Ser_Kid_dis,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Kidney_disease,G21C,G21,Kidney disease
G7624,ADFS_Tot_Ser_LC_COPD_emph,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Lung_condition_including_COPD_or_emphysema,G21C,G21,Lung condition (including COPD or emphysema)
G7625,ADFS_Tot_SerMHC_dep_anx,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7626,ADFS_Tot_Ser_Stroke,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Stroke,G21C,G21,Stroke
G7627,ADFS_Tot_Ser_oth_LTHC,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7628,ADFS_Tot_Ser_no_LTHC,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7629,ADFS_Tot_Ser_LTHC_NS,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7630,ADFS_Tot_Ser_Tot,Australian_Defence_Force_service_Has_served_in_the_Australian_Defence_Force_Total_ever_served_Total,G21C,G21,Total
G7631,ADFS_HNS_Arth,Australian_Defence_Force_service_Has_never_served_Arthritis,G21C,G21,Arthritis
G7632,ADFS_HNS_Asth,Australian_Defence_Force_service_Has_never_served_Asthma,G21C,G21,Asthma
G7633,ADFS_HNS_Can_rem,Australian_Defence_Force_service_Has_never_served_Cancer_including_remission,G21C,G21,Cancer (including remission)
G7634,ADFS_HNS_Dem_Alzh,Australian_Defence_Force_service_Has_never_served_Dementia_including_Alzheimers,G21C,G21,Dementia (including Alzheimers)
G7635,ADFS_HNS_Dia_ges_dia,Australian_Defence_Force_service_Has_never_served_Diabetes_excluding_gestational_diabetes,G21C,G21,Diabetes (excluding gestational diabetes)
G7636,ADFS_HNS_HD_HA_ang,Australian_Defence_Force_service_Has_never_served_Heart_disease_including_heart_attack_or_angina,G21C,G21,Heart disease (including heart attack or angina)
G7637,ADFS_HNS_Kid_dis,Australian_Defence_Force_service_Has_never_served_Kidney_disease,G21C,G21,Kidney disease
G7638,ADFS_HNS_LC_COPD_emph,Australian_Defence_Force_service_Has_never_served_Lung_condition_including_COPD_or_emphysema,G21C,G21,Lung condition (including COPD or emphysema)
G7639,ADFS_HNS_MHC_dep_anx,Australian_Defence_Force_service_Has_never_served_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7640,ADFS_HNS_Stroke,Australian_Defence_Force_service_Has_never_served_Stroke,G21C,G21,Stroke
G7641,ADFS_HNS_oth_LTHC,Australian_Defence_Force_service_Has_never_served_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7642,ADFS_HNS_no_LTHC,Australian_Defence_Force_service_Has_never_served_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7643,ADFS_HNS_LTHC_NS,Australian_Defence_Force_service_Has_never_served_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7644,ADFS_HNS_Tot,Australian_Defence_Force_service_Has_never_served_Total,G21C,G21,Total
G7645,ADFS_NS_Arth,Australian_Defence_Force_service_Not_stated_Arthritis,G21C,G21,Arthritis
G7646,ADFS_NS_Asth,Australian_Defence_Force_service_Not_stated_Asthma,G21C,G21,Asthma
G7647,ADFS_NS_Can_rem,Australian_Defence_Force_service_Not_stated_Cancer_including_remission,G21C,G21,Cancer (including remission)
G7648,ADFS_NS_Dem_Alzh,Australian_Defence_Force_service_Not_stated_Dementia_including_Alzheimers,G21C,G21,Dementia (including Alzheimers)
G7649,ADFS_NS_Dia_ges_dia,Australian_Defence_Force_service_Not_stated_Diabetes_excluding_gestational_diabetes,G21C,G21,Diabetes (excluding gestational diabetes)
G7650,ADFS_NS_HD_HA_ang,Australian_Defence_Force_service_Not_stated_Heart_disease_including_heart_attack_or_angina,G21C,G21,Heart disease (including heart attack or angina)
G7651,ADFS_NS_Kid_dis,Australian_Defence_Force_service_Not_stated_Kidney_disease,G21C,G21,Kidney disease
G7652,ADFS_NS_LC_COPD_ang,Australian_Defence_Force_service_Not_stated_Lung_condition_including_COPD_or_emphysema,G21C,G21,Lung condition (including COPD or emphysema)
G7653,ADFS_NS_MHC_dep_anx,Australian_Defence_Force_service_Not_stated_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7654,ADFS_NS_Stroke,Australian_Defence_Force_service_Not_stated_Stroke,G21C,G21,Stroke
G7655,ADFS_NS_oth_LTHC,Australian_Defence_Force_service_Not_stated_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7656,ADFS_NS_no_LTHC,Australian_Defence_Force_service_Not_stated_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7657,ADFS_NS_LTHC_NS,Australian_Defence_Force_service_Not_stated_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7658,ADFS_NS_Tot,Australian_Defence_Force_service_Not_stated_Total,G21C,G21,Total
G7659,ADFS_Tot_Arth,Australian_Defence_Force_service_Total_Arthritis,G21C,G21,Arthritis
G7660,ADFS_Tot_Asth,Australian_Defence_Force_service_Total_Asthma,G21C,G21,Asthma
G7661,ADFS_Tot_Can_rem,Australian_Defence_Force_service_Total_Cancer_including_remission,G21C,G21,Cancer (including remission)
G7662,ADFS_Tot_Dem_Alzh,Australian_Defence_Force_service_Total_Dementia_including_Alzheimers,G21C,G21,Dementia (including Alzheimers)
G7663,ADFS_Tot_Dia_ges_dia,Australian_Defence_Force_service_Total_Diabetes_excluding_gestational_diabetes,G21C,G21,Diabetes (excluding gestational diabetes)
G7664,ADFS_Tot_HD_HA_ang,Australian_Defence_Force_service_Total_Heart_disease_including_heart_attack_or_angina,G21C,G21,Heart disease (including heart attack or angina)
G7665,ADFS_Tot_Kid_dis,Australian_Defence_Force_service_Total_Kidney_disease,G21C,G21,Kidney disease
G7666,ADFS_Tot_LC_COPD_emph,Australian_Defence_Force_service_Total_Lung_condition_including_COPD_or_emphysema,G21C,G21,Lung condition (including COPD or emphysema)
G7667,ADFS_Tot_MHC_dep_anx,Australian_Defence_Force_service_Total_Mental_health_condition_including_depression_or_anxiety,G21C,G21,Mental health condition (including depression or anxiety)
G7668,ADFS_Tot_Stroke,Australian_Defence_Force_service_Total_Stroke,G21C,G21,Stroke
G7669,ADFS_Tot_oth_LTHC,Australian_Defence_Force_service_Total_Any_other_long_term_health_conditions,G21C,G21,Any other long-term health conditions
G7670,ADFS_Tot_no_LTHC,Australian_Defence_Force_service_Total_No_long_term_health_conditions,G21C,G21,No long-term health conditions
G7671,ADFS_Tot_LTHC_NS,Australian_Defence_Force_service_Total_Long_term_health_conditions_Not_stated,G21C,G21,Not stated
G7672,ADFS_Tot_Tot,Australian_Defence_Force_service_Total_Total,G21C,G21,Total
G7673,M_Current_ADF_Regular_15_24,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_15_24_years,G22,G22,Age: 15-24 years|MALES
G7674,M_Current_ADF_Regular_25_34,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_25_34_years,G22,G22,Age: 25-34 years|MALES
G7675,M_Current_ADF_Regular_35_44,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_35_44_years,G22,G22,Age: 35-44 years|MALES
G7676,M_Current_ADF_Regular_45_54,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_45_54_years,G22,G22,Age: 45-54 years|MALES
G7677,M_Current_ADF_Regular_55_64,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_55_64_years,G22,G22,Age: 55-64 years|MALES
G7678,M_Current_ADF_Regular_65_74,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_65_74_years,G22,G22,Age: 65-74 years|MALES
G7679,M_Current_ADF_Regular_75_84,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_75_84_years,G22,G22,Age: 75-84 years|MALES
G7680,M_Current_ADF_Regular_85_ov,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_85_years_and_over,G22,G22,Age: 85 years and over|MALES
G7681,M_Current_ADF_Regular_Tot,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Regular_Service_Age_Total,G22,G22,Age: Total|MALES
G7682,M_Current_ADF_Reserves_15_24,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_15_24_years,G22,G22,Age: 15-24 years|MALES
G7683,M_Current_ADF_Reserves_25_34,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_25_34_years,G22,G22,Age: 25-34 years|MALES
G7684,M_Current_ADF_Reserves_35_44,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_35_44_years,G22,G22,Age: 35-44 years|MALES
G7685,M_Current_ADF_Reserves_45_54,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_45_54_years,G22,G22,Age: 45-54 years|MALES
G7686,M_Current_ADF_Reserves_55_64,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_55_64_years,G22,G22,Age: 55-64 years|MALES
G7687,M_Current_ADF_Reserves_65_74,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_65_74_years,G22,G22,Age: 65-74 years|MALES
G7688,M_Current_ADF_Reserves_75_84,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_75_84_years,G22,G22,Age: 75-84 years|MALES
G7689,M_Current_ADF_Reserves_85_ov,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_85_years_and_over,G22,G22,Age: 85 years and over|MALES
G7690,M_Current_ADF_Reserves_Tot,MALES_Has_served_in_the_Australian_Defence_Force_Currently_serving_in_the_Australian_Defence_Force_Reserves_Service_Age_Total,G22,G22,Age: Total|MALES
G7691,M_Prev_ADF_Ncs_15_24,MALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_15_24_years,G22,G22,Age: 15-24 years|MALES
G7692,M_Prev_ADF_Ncs_25_34,MALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_25_34_years,G22,G22,Age: 25-34 years|MALES
G7693,M_Prev_ADF_Ncs_35_44,MALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_35_44_years,G22,G22,Age: 35-44 years|MALES
G7694,M_Prev_ADF_Ncs_45_54,MALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_45_54_years,G22,G22,Age: 45-54 years|MALES
G7695,M_Prev_ADF_Ncs_55_64,MALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_55_64_years,G22,G22,Age: 55-64 years|MALES
G7696,M_Prev_ADF_Ncs_65_74,MALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_65_74_years,G22,G22,Age: 65-74 years|MALES
G7697,M_Prev_ADF_Ncs_75_84,MALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_75_84_years,G22,G22,Age: 75-84 years|MALES
G7698,M_Prev_ADF_Ncs_85_ov,MALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_85_years_and_over,G22,G22,Age: 85 years and over|MALES
G7699,M_Prev_ADF_Ncs_Tot,MALES_Has_served_in_the_Australian_Defence_Force_Previously_served_and_not_currently_serving_Age_Total,G22,G22,Age: Total|MALES
G7700,M_Tot_ADF_ev_ser_15_24,MALES_Has_served_in_the_Australian_Defence_Force_Total_Australian_Defence_Force_ever_served_Age_15_24_years,G22,G22,Age: 15-24 years|MALES
