district,M_15_19_yr_Volunteer_n,M_15_19_yr_N_a_volunteer_n,M_15_19_yr_Voluntary_work_ns_n,M_15_19_yr_Tot_n,M_20_24_yr_Volunteer_n,M_20_24_yr_N_a_volunteer_n,M_20_24_yr_Voluntary_work_ns_n,M_20_24_yr_Tot_n,M_25_34_yr_Volunteer_n,M_25_34_yr_N_a_volunteer_n,M_25_34_yr_Voluntary_work_ns_n,M_25_34_yr_Tot_n,M_35_44_yr_Volunteer_n,M_35_44_yr_N_a_volunteer_n,M_35_44_yr_Voluntary_work_ns_n,M_35_44_yr_Tot_n,M_45_54_yr_Volunteer_n,M_45_54_yr_N_a_volunteer_n,M_45_54_yr_Voluntary_work_ns_n,M_45_54_yr_Tot_n,M_55_64_yr_Volunteer_n,M_55_64_yr_N_a_volunteer_n,M_55_64_yr_Voluntary_work_ns_n,M_55_64_yr_Tot_n,M_65_74_yr_Volunteer_n,M_65_74_yr_N_a_volunteer_n,M_65_74_yr_Voluntary_work_ns_n,M_65_74_yr_Tot_n,M_75_84_yr_Volunteer_n,M_75_84_yr_N_a_volunteer_n,M_75_84_yr_Voluntary_work_ns_n,M_75_84_yr_Tot_n,M_85ov_Volunteer_n,M_85ov_N_a_volunteer_n,M_85_ov_Voluntary_work_ns_n,M_85ov_Tot_n,M_Tot_Volunteer_n,M_Tot_N_a_volunteer_n,M_Tot_Voluntary_work_ns_n,M_Tot_Tot_n,F_15_19_yr_Volunteer_n,F_15_19_yr_N_a_volunteer_n,F_15_19_yr_Voluntary_work_ns_n,F_15_19_yr_Tot_n,F_20_24_yr_Volunteer_n,F_20_24_yr_N_a_volunteer_n,F_20_24_yr_Voluntary_work_ns_n,F_20_24_yr_Tot_n,F_25_34_yr_Volunteer_n,F_25_34_yr_N_a_volunteer_n,F_25_34_yr_Voluntary_work_ns_n,F_25_34_yr_Tot_n,F_35_44_yr_Volunteer_n,F_35_44_yr_N_a_volunteer_n,F_35_44_yr_Voluntary_work_ns_n,F_35_44_yr_Tot_n,F_45_54_yr_Volunteer_n,F_45_54_yr_N_a_volunteer_n,F_45_54_yr_Voluntary_work_ns_n,F_45_54_yr_Tot_n,F_55_64_yr_Volunteer_n,F_55_64_yr_N_a_volunteer_n,F_55_64_yr_Voluntary_work_ns_n,F_55_64_yr_Tot_n,F_65_74_yr_Volunteer_n,F_65_74_yr_N_a_volunteer_n,F_65_74_yr_Voluntary_work_ns_n,F_65_74_yr_Tot_n,F_75_84_yr_Volunteer_n,F_75_84_yr_N_a_volunteer_n,F_75_84_yr_Voluntary_work_ns_n,F_75_84_yr_Tot_n,F_85ov_Volunteer_n,F_85ov_N_a_volunteer_n,F_85_ov_Voluntary_work_ns_n,F_85ov_Tot_n,F_Tot_Volunteer_n,F_Tot_N_a_volunteer_n,F_Tot_Voluntary_work_ns_n,F_Tot_Tot_n,P_15_19_yr_Volunteer_n,P_15_19_yr_N_a_volunteer_n,P_15_19_yr_Voluntary_work_ns_n,P_15_19_yr_Tot_n,P_20_24_yr_Volunteer_n,P_20_24_yr_N_a_volunteer_n,P_20_24_yr_Voluntary_work_ns_n,P_20_24_yr_Tot_n,P_25_34_yr_Volunteer_n,P_25_34_yr_N_a_volunteer_n,P_25_34_yr_Voluntary_work_ns_n,P_25_34_yr_Tot_n,P_35_44_yr_Volunteer_n,P_35_44_yr_N_a_volunteer_n,P_35_44_yr_Voluntary_work_ns_n,P_35_44_yr_Tot_n,P_45_54_yr_Volunteer_n,P_45_54_yr_N_a_volunteer_n,P_45_54_yr_Voluntary_work_ns_n,P_45_54_yr_Tot_n,P_55_64_yr_Volunteer_n,P_55_64_yr_N_a_volunteer_n,P_55_64_yr_Voluntary_work_ns_n,P_55_64_yr_Tot_n,P_65_74_yr_Volunteer_n,P_65_74_yr_N_a_volunteer_n,P_65_74_yr_Voluntary_work_ns_n,P_65_74_yr_Tot_n,P_75_84_yr_Volunteer_n,P_75_84_yr_N_a_volunteer_n,P_75_84_yr_Voluntary_work_ns_n,P_75_84_yr_Tot_n,P_85ov_Volunteer_n,P_85ov_N_a_volunteer_n,P_85_ov_Voluntary_work_ns_n,P_85ov_Tot_n,P_Tot_Volunteer_n,P_Tot_N_a_volunteer_n,P_Tot_Voluntary_work_ns_n,P_Tot_Tot_n,P_Tot_Tot_total
Rowville,237.0,2107.0,27.0,2387.0,329.0,2130.0,16.0,2594.0,295.0,3456.0,93.0,3985.0,571.0,3734.0,75.0,4416.0,698.0,3920.0,58.0,4766.0,602.0,4161.0,39.0,4933.0,429.0,2896.0,40.0,3436.0,201.0,1334.0,36.0,1670.0,18.0,416.0,30.0,502.0,3666.0,24284.0,820.0,28788.0,247.0,1898.0,14.0,2277.0,330.0,1762.0,28.0,2190.0,402.0,3403.0,55.0,3973.0,853.0,3827.0,85.0,4789.0,810.0,4509.0,43.0,5398.0,609.0,4551.0,64.0,5309.0,419.0,3053.0,63.0,3584.0,225.0,1718.0,87.0,2096.0,28.0,751.0,60.0,894.0,4220.0,25502.0,907.0,30619.0,523.0,3985.0,60.0,4714.0,714.0,3952.0,70.0,4871.0,755.0,6873.0,231.0,7979.0,1389.0,7581.0,209.0,9166.0,1506.0,8435.0,177.0,10188.0,1265.0,8749.0,183.0,10292.0,892.0,5916.0,157.0,7036.0,467.0,3028.0,171.0,3774.0,54.0,1214.0,87.0,1445.0,7877.0,49809.0,1757.0,59352.0,59352.0
Sandringham,229.0,1731.0,29.0,1997.0,173.0,1371.0,14.0,1650.0,207.0,2448.0,79.0,2789.0,412.0,3030.0,115.0,3682.0,934.0,3669.0,116.0,4734.0,716.0,3248.0,50.0,4042.0,670.0,2419.0,72.0,3126.0,369.0,1458.0,67.0,1900.0,17.0,573.0,26.0,714.0,3878.0,19867.0,911.0,24651.0,262.0,1613.0,30.0,1947.0,214.0,1263.0,3.0,1531.0,297.0,2724.0,55.0,3148.0,792.0,3234.0,113.0,4241.0,1181.0,3916.0,93.0,5241.0,801.0,3608.0,82.0,4441.0,731.0,2791.0,89.0,3679.0,387.0,1781.0,68.0,2240.0,39.0,1023.0,89.0,1235.0,4826.0,21903.0,1040.0,27687.0,539.0,3330.0,69.0,3971.0,414.0,2669.0,43.0,3170.0,521.0,5147.0,213.0,5956.0,1227.0,6328.0,286.0,7865.0,2056.0,7600.0,274.0,10005.0,1470.0,6795.0,184.0,8519.0,1430.0,5139.0,208.0,6834.0,810.0,3185.0,187.0,4156.0,99.0,1585.0,148.0,1904.0,8735.0,41756.0,1889.0,52401.0,52401.0
Shepparton,236.0,1832.0,185.0,2424.0,145.0,1685.0,117.0,2119.0,421.0,3726.0,377.0,4573.0,549.0,3284.0,350.0,4237.0,646.0,3533.0,343.0,4548.0,680.0,3523.0,327.0,4544.0,767.0,2884.0,253.0,3943.0,390.0,1662.0,147.0,2297.0,37.0,571.0,76.0,742.0,4200.0,22781.0,2539.0,29466.0,246.0,1634.0,147.0,2123.0,179.0,1666.0,106.0,2003.0,500.0,3939.0,371.0,4947.0,727.0,3408.0,331.0,4506.0,707.0,3486.0,283.0,4526.0,721.0,3709.0,292.0,4807.0,858.0,2904.0,234.0,4095.0,405.0,1779.0,232.0,2518.0,59.0,918.0,100.0,1150.0,4726.0,23521.0,2464.0,30793.0,508.0,3517.0,393.0,4512.0,419.0,3331.0,291.0,4134.0,1022.0,7703.0,811.0,9514.0,1319.0,6707.0,679.0,8782.0,1458.0,6982.0,669.0,9186.0,1467.0,7241.0,663.0,9390.0,1625.0,5798.0,556.0,8047.0,868.0,3499.0,448.0,4818.0,95.0,1488.0,186.0,1907.0,8955.0,46338.0,4986.0,60241.0,60241.0
South Barwon,237.0,1794.0,36.0,2222.0,357.0,2336.0,151.0,2913.0,589.0,4899.0,248.0,5796.0,629.0,4041.0,78.0,4776.0,637.0,3142.0,68.0,3887.0,467.0,2670.0,71.0,3303.0,516.0,2162.0,84.0,2782.0,345.0,1284.0,46.0,1761.0,33.0,565.0,22.0,662.0,4032.0,22808.0,1136.0,28090.0,328.0,1697.0,56.0,2152.0,487.0,2160.0,99.0,2839.0,578.0,4945.0,165.0,5831.0,820.0,4165.0,108.0,5168.0,710.0,3368.0,83.0,4276.0,522.0,3105.0,77.0,3809.0,612.0,2573.0,110.0,3324.0,301.0,1630.0,67.0,2060.0,28.0,982.0,35.0,1108.0,4727.0,24694.0,1149.0,30506.0,613.0,3487.0,132.0,4394.0,880.0,4530.0,274.0,5753.0,1263.0,9799.0,428.0,11560.0,1442.0,8162.0,285.0,10034.0,1407.0,6491.0,244.0,8140.0,1059.0,5734.0,163.0,7039.0,1147.0,4724.0,200.0,6139.0,708.0,2919.0,169.0,3807.0,70.0,1514.0,78.0,1785.0,8768.0,47518.0,2348.0,58680.0,58680.0
South-West Coast,207.0,1654.0,125.0,2082.0,136.0,1345.0,77.0,1710.0,442.0,3112.0,209.0,3892.0,677.0,2822.0,205.0,3831.0,967.0,3116.0,236.0,4308.0,958.0,3561.0,166.0,4781.0,1114.0,2954.0,236.0,4452.0,478.0,1447.0,116.0,2132.0,40.0,559.0,40.0,670.0,5294.0,20659.0,1944.0,27881.0,239.0,1521.0,99.0,1991.0,155.0,1328.0,45.0,1615.0,515.0,3171.0,189.0,3993.0,907.0,2952.0,197.0,4110.0,1024.0,3452.0,190.0,4686.0,1134.0,3784.0,199.0,5164.0,1181.0,3024.0,228.0,4518.0,458.0,1771.0,161.0,2470.0,43.0,929.0,153.0,1226.0,5945.0,21987.0,1918.0,29900.0,563.0,3197.0,321.0,4124.0,352.0,2615.0,165.0,3333.0,1008.0,6295.0,489.0,7850.0,1508.0,5793.0,490.0,7887.0,1945.0,6578.0,533.0,9020.0,2120.0,7342.0,476.0,9897.0,2304.0,6011.0,489.0,8871.0,1042.0,3192.0,340.0,4608.0,112.0,1523.0,245.0,1978.0,11221.0,42660.0,3931.0,57742.0,57742.0
St Albans,58.0,1869.0,152.0,2184.0,135.0,2340.0,232.0,2785.0,269.0,5244.0,637.0,6223.0,203.0,4051.0,444.0,4758.0,210.0,3796.0,340.0,4400.0,187.0,3762.0,253.0,4364.0,137.0,3060.0,155.0,3490.0,57.0,1629.0,157.0,1883.0,9.0,487.0,81.0,602.0,1763.0,26138.0,2770.0,30673.0,93.0,1780.0,109.0,2052.0,212.0,2102.0,160.0,2570.0,316.0,4866.0,509.0,5794.0,303.0,4120.0,346.0,4898.0,258.0,4078.0,263.0,4708.0,315.0,3780.0,240.0,4390.0,191.0,3250.0,191.0,3733.0,42.0,1757.0,132.0,2022.0,3.0,796.0,160.0,984.0,2214.0,26485.0,2476.0,31206.0,209.0,3555.0,305.0,4189.0,429.0,4442.0,412.0,5369.0,691.0,10192.0,1227.0,12030.0,568.0,8197.0,824.0,9677.0,533.0,7885.0,613.0,9040.0,583.0,7569.0,558.0,8718.0,415.0,6270.0,404.0,7207.0,124.0,3321.0,344.0,3907.0,12.0,1274.0,248.0,1597.0,3915.0,52656.0,5276.0,61841.0,61841.0
Sunbury,144.0,1590.0,63.0,1879.0,82.0,1693.0,73.0,1927.0,286.0,4177.0,221.0,4791.0,372.0,3609.0,195.0,4257.0,426.0,3290.0,156.0,3932.0,311.0,3172.0,130.0,3639.0,334.0,2392.0,70.0,2886.0,102.0,1197.0,59.0,1503.0,0.0,320.0,16.0,366.0,2371.0,21559.0,1332.0,25275.0,161.0,1334.0,26.0,1636.0,169.0,1473.0,33.0,1727.0,348.0,4167.0,169.0,4793.0,487.0,3660.0,161.0,4433.0,461.0,3427.0,150.0,4148.0,398.0,3459.0,71.0,3968.0,387.0,2815.0,83.0,3316.0,135.0,1377.0,74.0,1635.0,9.0,545.0,36.0,604.0,2927.0,22365.0,1214.0,26487.0,351.0,2956.0,166.0,3526.0,322.0,3130.0,132.0,3650.0,642.0,8341.0,482.0,9568.0,961.0,7274.0,411.0,8681.0,936.0,6819.0,348.0,8142.0,708.0,6638.0,218.0,7644.0,775.0,5177.0,205.0,6227.0,261.0,2619.0,167.0,3125.0,10.0,940.0,61.0,1033.0,5275.0,43824.0,2519.0,51689.0,51689.0
Sydenham,145.0,2653.0,70.0,2912.0,161.0,2514.0,71.0,2815.0,249.0,4618.0,228.0,5197.0,394.0,4761.0,263.0,5513.0,430.0,4884.0,169.0,5522.0,300.0,3850.0,99.0,4334.0,109.0,2349.0,21.0,2547.0,41.0,966.0,36.0,1098.0,2.0,199.0,4.0,231.0,2063.0,26875.0,1312.0,30313.0,209.0,2467.0,53.0,2804.0,266.0,2163.0,43.0,2550.0,312.0,4612.0,224.0,5214.0,532.0,5115.0,228.0,5929.0,492.0,5286.0,135.0,6014.0,292.0,4110.0,61.0,4514.0,111.0,2398.0,61.0,2618.0,36.0,1059.0,23.0,1176.0,9.0,406.0,19.0,462.0,2488.0,27565.0,1231.0,31380.0,399.0,5130.0,172.0,5800.0,481.0,4696.0,156.0,5422.0,594.0,9251.0,504.0,10386.0,920.0,9890.0,542.0,11437.0,940.0,10147.0,385.0,11558.0,544.0,7977.0,242.0,8868.0,283.0,4711.0,148.0,5312.0,91.0,1973.0,79.0,2247.0,6.0,625.0,22.0,708.0,4632.0,54468.0,2551.0,61693.0,61693.0
Tarneit,175.0,2326.0,120.0,2813.0,219.0,2902.0,233.0,3433.0,467.0,6802.0,668.0,8057.0,676.0,7568.0,559.0,8875.0,406.0,4195.0,253.0,4960.0,224.0,3228.0,120.0,3670.0,251.0,2033.0,37.0,2403.0,38.0,829.0,32.0,982.0,0.0,118.0,3.0,134.0,2842.0,29937.0,2492.0,35226.0,183.0,2122.0,92.0,2482.0,285.0,2220.0,142.0,2812.0,618.0,7202.0,644.0,8532.0,699.0,6958.0,463.0,8256.0,463.0,3910.0,195.0,4674.0,281.0,3389.0,109.0,3925.0,197.0,2218.0,89.0,2606.0,36.0,869.0,18.0,1028.0,0.0,214.0,14.0,258.0,3256.0,29222.0,2212.0,34628.0,447.0,4384.0,325.0,5257.0,574.0,5070.0,403.0,6169.0,1167.0,13989.0,1369.0,16560.0,1546.0,14535.0,1027.0,17140.0,910.0,8048.0,523.0,9525.0,594.0,6538.0,322.0,7603.0,484.0,4249.0,185.0,5002.0,129.0,1786.0,61.0,2025.0,0.0,436.0,25.0,504.0,6153.0,59113.0,4646.0,69932.0,69932.0
Thomastown,90.0,1759.0,84.0,1972.0,111.0,2226.0,113.0,2581.0,283.0,5727.0,429.0,6552.0,397.0,5932.0,294.0,6710.0,202.0,3756.0,209.0,4238.0,72.0,3004.0,114.0,3333.0,100.0,2444.0,72.0,2716.0,27.0,1581.0,30.0,1723.0,0.0,520.0,22.0,597.0,1623.0,26995.0,1825.0,30437.0,80.0,1585.0,83.0,1880.0,190.0,1914.0,95.0,2258.0,411.0,5921.0,370.0,6756.0,451.0,5532.0,275.0,6347.0,202.0,3578.0,141.0,4013.0,118.0,3166.0,89.0,3575.0,132.0,2916.0,102.0,3204.0,22.0,1855.0,59.0,1995.0,0.0,704.0,12.0,790.0,1927.0,27226.0,1699.0,30898.0,210.0,3365.0,229.0,3874.0,352.0,4187.0,306.0,4922.0,744.0,11630.0,831.0,13269.0,863.0,11475.0,653.0,13056.0,434.0,7345.0,428.0,8339.0,220.0,6114.0,270.0,6780.0,266.0,5363.0,257.0,5995.0,111.0,3337.0,153.0,3743.0,7.0,1288.0,41.0,1383.0,3552.0,54356.0,3453.0,61343.0,61343.0
Warrandyte,296.0,2280.0,13.0,2682.0,220.0,2001.0,30.0,2411.0,234.0,2878.0,86.0,3251.0,617.0,3550.0,98.0,4356.0,942.0,4079.0,122.0,5202.0,688.0,3859.0,51.0,4642.0,605.0,2795.0,75.0,3536.0,345.0,1765.0,51.0,2295.0,10.0,654.0,25.0,747.0,4408.0,23911.0,868.0,29181.0,423.0,1855.0,41.0,2336.0,342.0,1616.0,20.0,2074.0,361.0,2818.0,70.0,3388.0,921.0,3897.0,81.0,5021.0,1088.0,4367.0,105.0,5677.0,813.0,4159.0,73.0,5053.0,684.0,3152.0,78.0,4099.0,387.0,2144.0,54.0,2699.0,24.0,924.0,52.0,1047.0,5335.0,25104.0,972.0,31406.0,807.0,4185.0,108.0,5070.0,702.0,3648.0,81.0,4457.0,686.0,5706.0,195.0,6598.0,1632.0,7432.0,248.0,9341.0,2090.0,8449.0,280.0,10833.0,1601.0,8041.0,207.0,9731.0,1360.0,5988.0,190.0,7627.0,760.0,3979.0,168.0,4984.0,63.0,1604.0,95.0,1901.0,9720.0,48939.0,1928.0,60512.0,60512.0
Wendouree,239.0,1716.0,51.0,2164.0,172.0,1768.0,117.0,2106.0,423.0,3914.0,218.0,4636.0,495.0,3082.0,145.0,3757.0,563.0,3066.0,167.0,3907.0,572.0,2983.0,122.0,3742.0,658.0,2413.0,111.0,3290.0,324.0,1432.0,93.0,1976.0,29.0,490.0,65.0,632.0,3722.0,20871.0,1549.0,26246.0,346.0,1549.0,74.0,2050.0,319.0,1786.0,72.0,2258.0,545.0,4005.0,247.0,4756.0,722.0,3418.0,179.0,4376.0,712.0,3430.0,140.0,4268.0,656.0,3438.0,135.0,4290.0,777.0,2960.0,131.0,3956.0,373.0,1883.0,167.0,2464.0,18.0,931.0,171.0,1230.0,4558.0,23499.0,1800.0,29856.0,614.0,3233.0,202.0,4265.0,540.0,3558.0,233.0,4398.0,985.0,7908.0,534.0,9426.0,1180.0,6484.0,398.0,8136.0,1350.0,6466.0,351.0,8232.0,1220.0,6409.0,350.0,8059.0,1461.0,5430.0,317.0,7228.0,747.0,3327.0,327.0,4395.0,95.0,1538.0,281.0,1930.0,8325.0,44399.0,3344.0,56049.0,56049.0
Werribee,138.0,2097.0,78.0,2445.0,107.0,2331.0,167.0,2702.0,377.0,6032.0,436.0,6911.0,569.0,6292.0,446.0,7328.0,368.0,3827.0,220.0,4520.0,325.0,3208.0,142.0,3717.0,187.0,2116.0,65.0,2546.0,54.0,904.0,61.0,1110.0,0.0,253.0,51.0,333.0,2578.0,27020.0,2022.0,31647.0,166.0,1910.0,97.0,2245.0,248.0,2121.0,103.0,2627.0,583.0,6824.0,531.0,7972.0,705.0,5828.0,361.0,6926.0,426.0,4025.0,182.0,4698.0,313.0,3400.0,118.0,4002.0,214.0,2242.0,120.0,2653.0,58.0,1090.0,85.0,1340.0,0.0,485.0,111.0,620.0,3096.0,27976.0,2092.0,33180.0,324.0,4043.0,230.0,4716.0,446.0,4442.0,308.0,5424.0,1046.0,12822.0,1036.0,14952.0,1308.0,12050.0,820.0,14208.0,865.0,7836.0,488.0,9268.0,675.0,6587.0,319.0,7664.0,509.0,4318.0,261.0,5114.0,158.0,2035.0,170.0,2474.0,4.0,815.0,171.0,1002.0,5689.0,55003.0,4087.0,64828.0,64828.0
Williamstown,139.0,1424.0,41.0,1650.0,122.0,1337.0,49.0,1556.0,353.0,3532.0,232.0,4074.0,619.0,4294.0,239.0,5155.0,778.0,3741.0,143.0,4695.0,565.0,3047.0,122.0,3808.0,415.0,2043.0,92.0,2649.0,147.0,1240.0,51.0,1549.0,16.0,530.0,17.0,591.0,3289.0,21146.0,1265.0,25740.0,153.0,1359.0,29.0,1584.0,174.0,1144.0,21.0,1452.0,433.0,3693.0,214.0,4413.0,812.0,4382.0,175.0,5444.0,888.0,3877.0,132.0,4964.0,614.0,3061.0,94.0,3883.0,490.0,2265.0,87.0,2952.0,170.0,1585.0,78.0,1919.0,20.0,897.0,59.0,1079.0,4007.0,22344.0,1297.0,27654.0,321.0,2758.0,96.0,3230.0,361.0,2533.0,92.0,3047.0,837.0,7168.0,495.0,8484.0,1457.0,8657.0,487.0,10616.0,1681.0,7616.0,378.0,9680.0,1222.0,6188.0,249.0,7656.0,884.0,4382.0,196.0,5579.0,371.0,2838.0,168.0,3407.0,39.0,1442.0,83.0,1663.0,7342.0,43524.0,2550.0,53386.0,53386.0
Yan Yean,167.0,1998.0,93.0,2338.0,113.0,1810.0,67.0,2045.0,286.0,4411.0,223.0,4958.0,602.0,5328.0,178.0,6246.0,531.0,3833.0,125.0,4529.0,237.0,2435.0,67.0,2882.0,188.0,1733.0,66.0,2141.0,89.0,856.0,59.0,1004.0,5.0,129.0,18.0,179.0,2578.0,22595.0,1182.0,26358.0,166.0,1829.0,68.0,2175.0,175.0,1680.0,37.0,1961.0,413.0,4874.0,257.0,5551.0,768.0,5544.0,208.0,6577.0,569.0,3934.0,132.0,4693.0,336.0,2730.0,99.0,3218.0,265.0,2030.0,68.0,2487.0,79.0,838.0,30.0,978.0,3.0,270.0,21.0,301.0,3084.0,23850.0,1199.0,28035.0,475.0,3855.0,201.0,4492.0,322.0,3436.0,132.0,3998.0,800.0,9268.0,488.0,10519.0,1396.0,10917.0,430.0,12764.0,1096.0,7739.0,348.0,9220.0,571.0,5233.0,223.0,6152.0,552.0,3808.0,161.0,4594.0,220.0,1656.0,105.0,2030.0,11.0,427.0,36.0,513.0,5620.0,46390.0,2446.0,54435.0,54435.0
