district,R_1_74_LT_Real_estate_agent_n,R_1_74_LT_Ste_terr_hsg_auth_n,R_1_74_LT_com_hou_pro_n,R_1_74_LT_Psn_not_Sme_hhd_n,R_1_74_LT_Other_Lld_type_n,R_1_74_LT_Lld_type_ns_n,R_1_74_Tot_n,R_75_99_LT_Real_estate_agent_n,R_75_99_LT_Ste_terr_hsg_auth_n,R_75_99_LT_com_hou_pro_n,R_75_99_LT_Psn_not_Sme_hhd_n,R_75_99_LT_Other_Lld_type_n,R_75_99_LT_Lld_type_ns_n,R_75_99_Tot_n,R_100_149_LT_Real_eSte_agent_n,R_100_149_LT_St_ter_hsg_aut_n,R_100_149_LT_com_hou_pro_n,R_100_149_LT_Psn_not_Sme_hhd_n,R_100_149_LT_Other_Lld_type_n,R_100_149_LT_Lld_type_ns_n,R_100_149_Tot_n,R_150_199_LT_Real_eSte_agent_n,R_150_199_LT_Ste_ter_hsg_aut_n,R_150_199_LT_com_hou_pro_n,R_150_199_LT_Psn_not_Sme_hhd_n,R_150_199_LT_Other_Lld_type_n,R_150_199_LT_Lld_type_ns_n,R_150_199_Tot_n,R_200_224_LT_Real_eSte_agent_n,R_200_224_LT_Ste_ter_hsg_aut_n,R_200_224_LT_com_hou_pro_n,R_200_224_LT_Psn_not_Sme_hhd_n,R_200_224_LT_Other_Lld_type_n,R_200_224_LT_Lld_type_ns_n,R_200_224_Tot_n,R_225_274_LT_Real_eSte_agent_n,R_225_274_LT_Ste_ter_hsg_aut_n,R_225_274_LT_com_hou_pro_n,R_225_274_LT_Psn_not_Sme_hhd_n,R_225_274_LT_Other_Lld_type_n,R_225_274_LT_Lld_type_ns_n,R_225_274_Tot_n,R_275_349_LT_Real_eSte_agent_n,R_275_349_LT_Ste_ter_hsg_aut_n,R_275_349_LT_com_hou_pro_n,R_275_349_LT_Psn_not_Sme_hhd_n,R_275_349_LT_Other_Lld_type_n,R_275_349_LT_Lld_type_ns_n,R_275_349_Tot_n,R_350_449_LT_Real_eSte_agent_n,R_350_449_LT_Ste_ter_hsg_aut_n,R_350_449_LT_com_hou_pro_n,R_350_449_LT_Psn_not_Sme_hhd_n,R_350_449_LT_Other_Lld_type_n,R_350_449_LT_Lld_type_ns_n,R_350_449_Tot_n,R_450_549_LT_Real_eSte_agent_n,R_450_549_LT_Ste_ter_hsg_aut_n,R_450_549_LT_com_hou_pro_n,R_450_549_LT_Psn_not_Sme_hhd_n,R_450_549_LT_Other_Lld_type_n,R_450_549_LT_Lld_type_ns_n,R_450_549_Tot_n,R_550_649_LT_Real_eSte_agent_n,R_550_649_LT_Ste_ter_hsg_aut_n,R_550_649_LT_com_hou_pro_n,R_550_649_LT_Psn_not_Sme_hhd_n,R_550_649_LT_Other_Lld_type_n,R_550_649_LT_Lld_type_ns_n,R_550_649_Tot_n,R_650_749_LT_Real_eSte_agent_n,R_650_749_LT_Ste_ter_hsg_aut_n,R_650_749_LT_com_hou_pro_n,R_650_749_LT_Psn_not_Sme_hhd_n,R_650_749_LT_Other_Lld_type_n,R_650_749_LT_Lld_type_ns_n,R_650_749_Tot_n,R_750_849_LT_Real_eSte_agent_n,R_750_849_LT_Ste_ter_hsg_aut_n,R_750_849_LT_com_hou_pro_n,R_750_849_LT_Psn_not_Sme_hhd_n,R_750_849_LT_Other_Lld_type_n,R_750_849_LT_Lld_type_ns_n,R_750_849_Tot_n,R_850_949_LT_Real_estat_agent_n,R_850_949_LT_Ste_ter_hsg_aut_n,R_850_949_LT_com_hou_pro_n,R_850_949_LT_Psn_not_Sme_hhd_n,R_850_949_LT_Other_Lld_type_n,R_850_949_LT_Lld_type_ns_n,R_850_949_Tot_n,R_950_over_LT_Real_eSte_agent_n,R_950_over_LT_Ste_ter_hsg_aut_n,R_950_ovr_LT_com_hou_pro_n,R_950_over_LT_Psn_not_Sme_hhd_n,R_950_over_LT_Other_Lld_type_n,R_950_over_LT_Lld_type_ns_n,R_950_over_Tot_n,Rent_ns_LT_Real_eSte_agent_n,Rent_ns_LT_Ste_ter_hsg_auth_n,Rent_ns_LT_com_hou_pro_n,Rent_ns_LT_Psn_not_Sme_hhd_n,Rent_ns_LT_Other_Lld_type_n,Rent_ns_LT_Lld_type_ns_n,Rent_ns_Tot_n,Tot_LT_Real_eSte_agent_n,Tot_LT_Ste_ter_hsg_auth_n,Tot_LT_com_hou_pro_n,Tot_LT_Psn_not_Sme_hhd_n,Tot_LT_Other_Lld_type_n,Tot_LT_Lld_type_ns_n,Tot_Tot_n,Tot_Tot_total
Richmond,0.0,72.0,0.0,0.0,0.0,0.0,81.0,0.0,237.0,0.0,0.0,0.0,0.0,246.0,4.0,859.0,60.0,6.0,3.0,3.0,1016.0,9.0,440.0,75.0,32.0,0.0,3.0,622.0,6.0,183.0,53.0,20.0,0.0,0.0,350.0,194.0,181.0,40.0,55.0,3.0,0.0,568.0,1154.0,156.0,9.0,214.0,0.0,0.0,1595.0,3059.0,100.0,5.0,328.0,0.0,0.0,3522.0,2547.0,29.0,0.0,305.0,0.0,0.0,2949.0,1977.0,0.0,0.0,209.0,0.0,0.0,2255.0,1164.0,0.0,0.0,127.0,0.0,0.0,1384.0,717.0,0.0,0.0,106.0,0.0,0.0,867.0,346.0,0.0,0.0,20.0,0.0,0.0,393.0,460.0,0.0,0.0,40.0,0.0,0.0,559.0,125.0,117.0,4.0,39.0,8.0,0.0,415.0,12138.0,2537.0,319.0,2011.0,33.0,14.0,17169.0,17169.0
Ringwood,0.0,16.0,0.0,0.0,0.0,0.0,20.0,0.0,12.0,16.0,0.0,0.0,0.0,41.0,3.0,207.0,8.0,13.0,0.0,0.0,293.0,16.0,55.0,56.0,25.0,0.0,3.0,211.0,5.0,6.0,8.0,31.0,0.0,0.0,81.0,68.0,8.0,12.0,32.0,0.0,0.0,188.0,999.0,9.0,9.0,200.0,5.0,0.0,1326.0,3276.0,4.0,4.0,299.0,7.0,0.0,3722.0,1425.0,0.0,0.0,71.0,0.0,0.0,1562.0,440.0,0.0,0.0,3.0,0.0,0.0,474.0,61.0,0.0,0.0,0.0,0.0,0.0,79.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,0.0,0.0,3.0,0.0,0.0,32.0,46.0,25.0,3.0,19.0,3.0,9.0,232.0,6702.0,477.0,186.0,1168.0,65.0,21.0,8755.0,8755.0
Ripon,0.0,4.0,0.0,8.0,4.0,0.0,23.0,0.0,24.0,8.0,6.0,0.0,0.0,61.0,18.0,154.0,24.0,108.0,30.0,0.0,446.0,114.0,58.0,19.0,159.0,19.0,0.0,457.0,129.0,21.0,3.0,187.0,3.0,0.0,426.0,537.0,21.0,4.0,176.0,0.0,0.0,820.0,508.0,3.0,0.0,138.0,5.0,0.0,777.0,496.0,0.0,0.0,44.0,0.0,0.0,590.0,55.0,0.0,0.0,11.0,0.0,0.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,46.0,5.0,0.0,180.0,2150.0,373.0,88.0,1348.0,172.0,10.0,4271.0,4271.0
Rowville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,70.0,0.0,9.0,5.0,0.0,99.0,0.0,38.0,0.0,6.0,0.0,0.0,56.0,0.0,4.0,0.0,3.0,0.0,0.0,23.0,0.0,9.0,0.0,10.0,3.0,0.0,31.0,88.0,3.0,0.0,49.0,0.0,0.0,222.0,1302.0,19.0,0.0,116.0,0.0,0.0,1563.0,1206.0,0.0,0.0,64.0,0.0,0.0,1303.0,318.0,0.0,0.0,4.0,0.0,0.0,333.0,68.0,0.0,0.0,0.0,0.0,0.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,20.0,3.0,0.0,66.0,3274.0,241.0,24.0,510.0,39.0,0.0,4116.0,4116.0
Sandringham,0.0,31.0,0.0,3.0,0.0,0.0,41.0,0.0,31.0,0.0,0.0,0.0,0.0,33.0,0.0,182.0,7.0,0.0,0.0,0.0,222.0,0.0,65.0,14.0,18.0,0.0,0.0,106.0,0.0,35.0,8.0,4.0,0.0,0.0,64.0,92.0,21.0,16.0,21.0,0.0,0.0,168.0,536.0,16.0,4.0,91.0,7.0,0.0,698.0,1464.0,14.0,0.0,179.0,0.0,0.0,1635.0,909.0,0.0,0.0,83.0,3.0,0.0,1054.0,519.0,0.0,0.0,26.0,0.0,0.0,531.0,319.0,0.0,0.0,4.0,0.0,0.0,334.0,243.0,0.0,0.0,18.0,0.0,0.0,293.0,178.0,0.0,0.0,4.0,0.0,0.0,189.0,278.0,0.0,0.0,3.0,0.0,0.0,335.0,30.0,18.0,6.0,12.0,3.0,0.0,131.0,4744.0,469.0,74.0,821.0,22.0,0.0,6231.0,6231.0
Shepparton,0.0,14.0,0.0,4.0,0.0,0.0,40.0,0.0,19.0,0.0,0.0,0.0,0.0,33.0,49.0,302.0,15.0,113.0,36.0,4.0,616.0,326.0,156.0,52.0,136.0,36.0,0.0,860.0,332.0,87.0,21.0,171.0,23.0,0.0,772.0,1000.0,65.0,13.0,299.0,38.0,0.0,1481.0,1243.0,23.0,25.0,295.0,35.0,7.0,1746.0,753.0,3.0,0.0,143.0,23.0,0.0,1047.0,167.0,0.0,0.0,16.0,11.0,0.0,207.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,0.0,22.0,23.0,3.0,279.0,4205.0,900.0,189.0,1600.0,391.0,56.0,7442.0,7442.0
South Barwon,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,16.0,4.0,81.0,4.0,14.0,3.0,0.0,153.0,36.0,43.0,51.0,42.0,0.0,5.0,191.0,34.0,10.0,4.0,30.0,13.0,0.0,99.0,115.0,17.0,22.0,44.0,9.0,0.0,260.0,657.0,8.0,18.0,174.0,6.0,0.0,963.0,2570.0,8.0,17.0,218.0,10.0,0.0,2894.0,1011.0,5.0,4.0,24.0,0.0,0.0,1104.0,137.0,0.0,0.0,5.0,0.0,0.0,171.0,32.0,0.0,0.0,7.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,39.0,10.0,4.0,19.0,1.0,7.0,130.0,4952.0,297.0,130.0,992.0,69.0,14.0,6527.0,6527.0
South-West Coast,0.0,25.0,0.0,3.0,4.0,0.0,53.0,4.0,32.0,0.0,0.0,0.0,0.0,42.0,54.0,300.0,27.0,56.0,10.0,0.0,573.0,145.0,130.0,26.0,156.0,22.0,4.0,599.0,226.0,74.0,0.0,167.0,10.0,0.0,545.0,568.0,65.0,23.0,192.0,20.0,0.0,955.0,1009.0,9.0,9.0,298.0,11.0,0.0,1402.0,948.0,0.0,14.0,154.0,10.0,0.0,1201.0,172.0,0.0,0.0,10.0,0.0,0.0,223.0,21.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,53.0,5.0,18.0,49.0,4.0,229.0,3467.0,851.0,125.0,1546.0,268.0,20.0,6391.0,6391.0
St Albans,0.0,14.0,0.0,0.0,0.0,0.0,25.0,3.0,7.0,0.0,0.0,0.0,0.0,17.0,5.0,170.0,0.0,30.0,0.0,0.0,253.0,3.0,65.0,17.0,67.0,7.0,0.0,243.0,50.0,19.0,9.0,28.0,16.0,0.0,164.0,214.0,19.0,9.0,123.0,22.0,0.0,526.0,1315.0,12.0,7.0,587.0,141.0,6.0,2204.0,1854.0,15.0,0.0,298.0,54.0,0.0,2305.0,238.0,0.0,0.0,25.0,3.0,0.0,281.0,26.0,0.0,0.0,3.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0,74.0,15.0,0.0,64.0,21.0,0.0,364.0,4097.0,532.0,93.0,1677.0,430.0,10.0,7001.0,7001.0
Sunbury,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,59.0,3.0,0.0,0.0,0.0,94.0,0.0,21.0,13.0,24.0,0.0,0.0,93.0,0.0,0.0,0.0,22.0,0.0,0.0,36.0,85.0,8.0,3.0,56.0,0.0,0.0,197.0,857.0,13.0,0.0,226.0,16.0,0.0,1167.0,2101.0,15.0,0.0,224.0,12.0,0.0,2384.0,481.0,0.0,0.0,11.0,0.0,0.0,557.0,30.0,0.0,0.0,3.0,0.0,0.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,63.0,7.0,5.0,22.0,0.0,0.0,153.0,3821.0,184.0,30.0,837.0,40.0,0.0,5040.0,5040.0
Sydenham,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,3.0,4.0,3.0,0.0,10.0,0.0,26.0,55.0,0.0,0.0,0.0,99.0,0.0,3.0,0.0,9.0,0.0,0.0,16.0,7.0,0.0,0.0,15.0,5.0,0.0,50.0,392.0,0.0,0.0,104.0,9.0,0.0,621.0,1793.0,4.0,0.0,209.0,13.0,0.0,2079.0,503.0,0.0,0.0,4.0,0.0,0.0,574.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0,7.0,0.0,26.0,3.0,3.0,132.0,3037.0,52.0,74.0,643.0,75.0,7.0,4031.0,4031.0
Tarneit,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,0.0,10.0,0.0,0.0,59.0,8.0,12.0,4.0,10.0,0.0,0.0,65.0,0.0,9.0,0.0,0.0,0.0,0.0,22.0,57.0,4.0,6.0,40.0,0.0,0.0,185.0,1628.0,0.0,4.0,287.0,10.0,3.0,2070.0,3929.0,0.0,0.0,281.0,19.0,0.0,4361.0,228.0,0.0,0.0,16.0,0.0,0.0,308.0,17.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0,90.0,0.0,9.0,31.0,3.0,0.0,239.0,6329.0,96.0,60.0,1017.0,106.0,3.0,7850.0,7850.0
Thomastown,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,22.0,0.0,12.0,3.0,0.0,61.0,4.0,5.0,3.0,27.0,0.0,0.0,77.0,0.0,16.0,8.0,9.0,0.0,0.0,69.0,48.0,9.0,18.0,22.0,11.0,0.0,188.0,1485.0,22.0,11.0,268.0,24.0,4.0,1915.0,3031.0,6.0,0.0,306.0,51.0,0.0,3538.0,430.0,0.0,0.0,6.0,0.0,0.0,511.0,16.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,30.0,76.0,7.0,0.0,51.0,3.0,3.0,255.0,5484.0,202.0,61.0,1011.0,216.0,13.0,7088.0,7088.0
Warrandyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,49.0,5.0,3.0,0.0,0.0,64.0,0.0,6.0,3.0,7.0,0.0,0.0,38.0,0.0,3.0,4.0,9.0,4.0,0.0,20.0,4.0,3.0,0.0,24.0,0.0,0.0,36.0,76.0,0.0,0.0,44.0,0.0,0.0,174.0,941.0,0.0,0.0,109.0,5.0,0.0,1145.0,911.0,0.0,0.0,80.0,0.0,0.0,1072.0,460.0,0.0,0.0,11.0,0.0,0.0,513.0,179.0,0.0,0.0,3.0,0.0,0.0,188.0,65.0,0.0,0.0,5.0,0.0,0.0,70.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,41.0,32.0,9.0,0.0,42.0,0.0,0.0,119.0,3062.0,122.0,9.0,628.0,14.0,0.0,3965.0,3965.0
Wendouree,3.0,44.0,0.0,4.0,0.0,0.0,64.0,0.0,49.0,0.0,5.0,0.0,0.0,63.0,41.0,377.0,35.0,27.0,11.0,0.0,607.0,374.0,143.0,25.0,80.0,0.0,0.0,740.0,306.0,78.0,18.0,94.0,0.0,0.0,608.0,1279.0,97.0,17.0,265.0,0.0,3.0,1733.0,2393.0,14.0,8.0,330.0,0.0,0.0,2802.0,1886.0,0.0,0.0,123.0,0.0,0.0,2039.0,284.0,0.0,0.0,7.0,0.0,0.0,312.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,69.0,37.0,0.0,30.0,20.0,7.0,296.0,6854.0,967.0,194.0,1331.0,88.0,19.0,9593.0,9593.0
Werribee,0.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,3.0,124.0,4.0,4.0,0.0,0.0,174.0,0.0,56.0,3.0,10.0,0.0,0.0,130.0,15.0,12.0,13.0,26.0,0.0,0.0,120.0,247.0,12.0,9.0,89.0,0.0,0.0,410.0,3230.0,32.0,3.0,393.0,18.0,0.0,3778.0,3156.0,12.0,0.0,173.0,9.0,0.0,3474.0,78.0,0.0,0.0,5.0,0.0,0.0,97.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,70.0,16.0,0.0,17.0,0.0,6.0,221.0,7131.0,438.0,50.0,1048.0,90.0,13.0,8901.0,8901.0
Williamstown,4.0,11.0,0.0,0.0,0.0,0.0,28.0,0.0,35.0,0.0,0.0,0.0,0.0,37.0,0.0,235.0,0.0,7.0,0.0,0.0,259.0,16.0,74.0,37.0,26.0,0.0,0.0,206.0,43.0,41.0,25.0,17.0,0.0,0.0,149.0,173.0,12.0,20.0,62.0,4.0,0.0,314.0,734.0,22.0,5.0,121.0,7.0,0.0,967.0,1475.0,0.0,0.0,206.0,16.0,0.0,1872.0,1370.0,0.0,0.0,66.0,0.0,0.0,1562.0,775.0,0.0,0.0,26.0,0.0,0.0,830.0,392.0,0.0,0.0,16.0,0.0,0.0,406.0,102.0,0.0,0.0,0.0,0.0,0.0,142.0,33.0,0.0,0.0,0.0,0.0,0.0,45.0,60.0,0.0,0.0,0.0,0.0,0.0,69.0,42.0,41.0,5.0,27.0,7.0,15.0,274.0,5602.0,566.0,139.0,979.0,90.0,20.0,7457.0,7457.0
Yan Yean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,5.0,0.0,0.0,0.0,21.0,3.0,5.0,4.0,3.0,0.0,0.0,26.0,3.0,5.0,0.0,0.0,0.0,0.0,11.0,25.0,0.0,6.0,22.0,9.0,0.0,87.0,470.0,4.0,5.0,95.0,0.0,0.0,624.0,2951.0,0.0,3.0,169.0,6.0,0.0,3232.0,413.0,0.0,0.0,11.0,0.0,0.0,484.0,32.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,46.0,0.0,3.0,18.0,0.0,0.0,123.0,4230.0,42.0,52.0,518.0,31.0,6.0,5000.0,5000.0
